0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.215433409127140596e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.717312871802186613e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.279202990359362913e-01,3.610078618594934063e-01,4.428043429012527010e-01,0.000000000000000000e+00,2.877581114756299074e-01,5.981358499114806104e-01,3.611284746985727878e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.527289965850834097e-01,0.000000000000000000e+00,3.111507094132552331e-01,6.600773600261782004e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.163353834019952834e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.597360781319483225e-01,0.000000000000000000e+00,7.219486000520208835e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.930260607636995696e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.487405921985517798e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.570989570660245138e-01,6.623700527759831536e-01,2.749238565902855161e-02,0.000000000000000000e+00,2.734345502294790314e-02,0.000000000000000000e+00,5.699218848325683824e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.660081555255363162e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.319928177676346293e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.482040223857429061e-04,0.000000000000000000e+00,5.691887685324249491e-01,0.000000000000000000e+00,3.431949187384106814e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.808103924217379754e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.209591552486512400e+00,0.000000000000000000e+00,6.838223572153746301e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.040120025506993340e+00,0.000000000000000000e+00
3.015792940268327005e-01,1.847683813966757155e-02,2.407736422140741572e-01,0.000000000000000000e+00,2.045509846202898108e-01,6.335372913922288074e-01,2.944002080833675941e-02,0.000000000000000000e+00,8.474646132418214295e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.860324039502277468e-03,8.054630274451893279e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.935706015119605716e-01,3.551911765939773091e-01,5.155936668820217811e-03,0.000000000000000000e+00,1.803654883666294673e-01,0.000000000000000000e+00,3.893487326212630856e-02,9.809819772954196937e-01,0.000000000000000000e+00,4.332622941191277555e-02,0.000000000000000000e+00,4.493090457531694754e-02,2.576248290444106970e-01,0.000000000000000000e+00
